,text,label,id
3786,"Оделась я такая и мне говорят что сейчас обществознание исправлять, ну как бы....",negative,1341340143077175296
3787,@softbaby17 это джек из его история 3: ловушка !!,neutral,1259957357909508099
3788,@joonhasabigbutt ОНИ СТРЕМНЫЕ,negative,1325854269409546240
3789,@SeSeTochnoVun красиво!!,positive,1305784394746077184
3790,@zvetochnayai Меня сложно забыть 👅,positive,1255448703432884226
3791,@nine_mari Хочу 🥺,skip,1299212721481756677
3792,@yoongs_min_oo блииин у кого есть это видео?,neutral,1212317891040874496
3793,@NovoseloVjach @SergUA63 @evilkiller107 у нас в Волгограде такое же,neutral,1286034969081655298
3794,@kukoooooo_BAM я улыбнулся честно,positive,1316303470094319617
3795,"Закроюсь, а потом вскроюсь",negative,1277454991788257280
3796,"@Olenka1108 @vertihvostka1 @chesovago Не думаю, что это так работает",neutral,1282677915277287424
3797,мне не комфортно :(,negative,1326830497855582209
3798,@mggiee Дааа 🥺😍❤️,positive,1271444914841116679
3799,"@homoveneficus ААААА
СПАСИБО, ЭТО БОЖЕСТВЕННО!",speech,1313022601594384385
3800,"@hakiamu мои родаки: нахуй тебе в шараге учиться , фууу. шарага это говно, фуууу",negative,1296081669363990529
3801,"@great_knee Да, согласен",neutral,1214653627639509003
3802,@Ctotonetakblet потому что меня так крестили,neutral,1217294504039940096
3803,Хочу опубликовать список моих мелкобуржуазных желаний,neutral,1281914082199732226
3804,"хочу спать, а не эту тупую таблицу по литературе делать ДА ОСОБЕННО ПО ЛИТЕРАТУРЕ",negative,1252464393213874177
3805,"@ruspopstruggle Скучно, неприятно, нелепо. 3/10 и то троечка за старания🤷🏼‍♀️",negative,1342786120975867904
3806,"я уже устала доказывать вк, что я не гюджон, не вонджэ и даже не состою в дежавю, чтобы быть на их фотках... ох уж эта популярность",skip,1337167401989890050
3807,@_where_ami1 ПЛАЧУ,negative,1239980097677000705
3808,@i_gn4rv Надо для моего треда сделать так же,neutral,1319930439943991297
3809,Weeknd выпустил три новые песни (Слушать)... https://t.co/N1N2Nmy2lv,neutral,1244924909458993152
3810,"@upittou Пиздец милая держись, надеюсь все будет хорошо и тебе смогут как то помочь 😿😿💞",positive,1318458629327065090
3811,@23kiskis Армяне и азеры чо еще...?!,negative,1311696463332872202
3812,@DevochkaTae 🥺❤️ хоть кто то ждёт ☺️,positive,1255104002922070016
3813,@bubblee__tea тебе подходит,neutral,1214971698518331392
3814,Отдам свою удачу на Анзу за 0 рублей https://t.co/l0S73ar33B,skip,1302625978959659010
3815,у рейвена такая красивая дочь 😭😭😭😭 https://t.co/dfkF5hSo7e,positive,1286699875325939713
3816,"Каково всё таки утро. Пока сижу ем пылесос сам убирает квартиру, белка бегает в колесе, кот больше не блюёт на подоконник...",positive,1297084976215871491
3817,@_hanniia_ А ещё Нельо. И все остальные братики. Но спасибо 🥺💗,positive,1307328540350861316
3818,@bulgari1971 А могли бы неграм и пенсионерам раздать,neutral,1289996736664989696
3819,Вакансия: Оператор ПК https://t.co/tPgvwhAwV3,neutral,1227192067463548929
3820,"@jiminshi_ksu О даа, у нее просто божественный голос 😍",positive,1223717954816282625
3821,"Сейчас блинчики делать пойду))
🥞",positive,1248924782336323586
3822,"Нам
В школе
Поставили нормальные двери в туалетах
Я в это не верю

Всем рекомендую советую но унитазы все ещё гавно",skip,1300640710006386688
3823,Коточан наступит если поцелую в щёку ? Хм.,skip,1342460974369005570
3824,"@nasty_pixie люблю своё солнышко 
хоть мы и не сёстры 
я буду считать что мы они и есть 🥺💓💓💓",positive,1285257760347652106
3825,@murmur_twt привет,speech,1298711539906572290
3826,"@cestnepasbien Я уверена, что нет. Отдых не будет лишним❤",positive,1318941049759432706
3827,Стажировка по микроконтроллерам https://t.co/tPVOYxJwsr,neutral,1336766384592674816
3828,"@cycyryza_ Я вообще считаю что Мэри что Джон 
Два чела которым просто блять не повезло 
Одна сдохла 
Другой не смог этого вынести",negative,1340391739631267840
3829,И мне три поставили,neutral,1263783695649067008
3830,"Хуже кашля только кашель в общественном месте, когда видишь, что уже всех достал, но ничего не можешь сделать.  Простите...🥺",negative,1310561249818742784
3831,@lokidgarden ыхазхвхвх мне там 14 что ли,neutral,1257005054428622852
3832,@Angel_Bangchan Крашусь с котейкой на коленях😼,positive,1272097049425711104
3833,"@kwrvsxriley у меня одна скрепка, а у тебя две, круто выглядит",positive,1338261825931128832
3834,Не забыть посмотреть сериал не про Евдокию https://t.co/xz5CgKwi4f https://t.co/xz5CgKwi4f,neutral,1216019980879302658
3835,@Darya_Ak Забавно,positive,1269312216144269312
3836,ладно я не настолько много теку,neutral,1341797351560798208
3837,"За такое нытьё, но захотелось сюда написать эти мысли, спасибо тем, кто прочитал",skip,1219324488455684096
3838,"@kataev777best ""Бал"" Скола",skip,1317168864057315328
3839,надеюсь это уже ваша любимая рубрика https://t.co/uxXmpU1m3m,positive,1273258607388364804
3840,@holiday_daisy @prmagkh ладно колпак позора нужен не мне а тем кто не обновляет страницу дсд в википедии,neutral,1318268283406176256
3841,"Я каждый день после занятий:
#фикбук https://t.co/nfRz8eSPBm",neutral,1309215360588099585
3842,@sugarrrr_yoongi спасибо 🥺❤,neutral,1296743337584623616
3843,"@1A6zNzORhEWMA3X @mr1717mailru1 Да кожу снять, чего уж там",negative,1234349626242850816
3844,"@afallman Списывать не давал, а помогал парочке двоечников с уроками) соответственно имел их уважение и защиту если что)",neutral,1305554534270459909
3845,@World_God_You @iuniakov48 Спокойной ночи. https://t.co/CYL7JllKa4,speech,1271826785278267392
3846,Тем временем в Питере зеленеет трава. #питергородкурорт,positive,1214849325504876544
3847,"если я не потрахаюсь в этом жизни с хосоком, то в чем смысл",negative,1256283294406148102
3848,"я по два раза прошла каждую часть the last of us, и что я сейчас делаю? правильно, смотрю прохождение второй части",neutral,1298622389975121924
3849,"@mkomsomolets Дебил. Пусть вспомнит про лопату, сядет на метлу и улетит.",negative,1296066263660277760
3850,Только что опубликовано видео https://t.co/pAyLZ2VPQS,neutral,1333818136995487745
3851,Из-за актива на артах я чувствую себя отвратительно... На самом деле что-ли у меня плохо получается?,negative,1299635956119744512
3852,@blatBLR О нет.,negative,1323645058185367552
3853,@spdsoul Софт она🥰🥰🥰🥰🥰,neutral,1212694745090314240
3854,"Блять хватит,я уде не выдерживаю",negative,1221849442707550210
3855,@AINAZULKEN С весьма переменным успехом,neutral,1251229783041748992
3856,@_chiki_briki Меня держали в заложниках😔,negative,1316108896335953922
3857,@korajjk ОО погнали,neutral,1305132117526020097
3858,@wevekomi смари. эт я и Джин 😳😳😳😑 https://t.co/SPjS4UE3I2,neutral,1280923576342806544
3859,@OvvCheck у меня. ⚰️,neutral,1288500200613597184
3860,"@gladenkoa У каждого человека, даже ребенка есть заболевания. 
Абсолютно здоровых людей нет. Есть еще просто не обследованные.",negative,1240933735610159104
3861,@Siraabraham @presidentaz Завидуете молча 🤣🤣🤣 https://t.co/6nztNA28ok,skip,1318875102725943296
3862,@AfrZEZP9fziFNIl Естестна😹,neutral,1245755738179489795
3863,@aqvabxtch во рту соевый отросток,neutral,1304893751043727361
3864,"А вас тоже бесит что вся ваша лента В ЭТОМ ?
И почитать нечего 
Меня это уже конкретно так бесить начинает https://t.co/uen5ukwHLD",negative,1223261371271467008
3865,@youpidor66 АХАХПХП,skip,1276919844735246337
3866,@kwgkey А я за тебя ♥️,positive,1344712258652258307
3867,"посмотрите кто-нибудь ""импровизацию""..
я хочу кидать артонов хоть кому-то, пожалуйста ╥﹏╥
они же такие милые и новогодние..((",positive,1341141182093668352
3868,@nomin_gem Хааяа шартах ч гоё шүү ялангуяа найзуудтайгаа хамт шартах гоё өчигдарийнхөө паянг яриал,skip,1240835303675289601
3869,"ПО ОКОНЧАНИИ ТУРА! Турнир претендентов 2020. 6 тур, обзор 🎤 Владимир Федосеев ♕ Шахматы
https://t.co/AaUM23DzOT",neutral,1241855245191467008
3870,@yoongis_waifoo @mmoonchilld ЭмЭм лучшая,positive,1216377893435166720
3871,@ahhazza_ Я хочу,neutral,1254642382043217921
3872,кто-нибудь спасите меня от ютьюба,negative,1245343039641526275
3873,@mssskatee Тьмокаю 💗🌸,positive,1275828885259800577
3874,бутерброды с сыром кажется вернули меня к жизни как же я люблю сыр,positive,1301024753084440576
3875,@ikairika Нет.,neutral,1294392442750410752
3876,@aleksey130281 Ты о чём?,neutral,1343569679915298818
3877,@pepsy_cola_ Какая лапушкааа,positive,1329133690849517571
3878,Жду когда на меня подпишутся все дети тиктока,neutral,1253712450324701184
3879,@_hasssu_ Только с ней @dtss_twt 🥰,skip,1223306506180927489
3880,"@BatterSN_FL @melanholl__keks Я прекрасно понимаю, только вот ты к сожалению не понимаешь в чем разница между гейфоном и говном",negative,1342398915421863943
3881,"держать никто не будет, нормальные переживают за свой зад",negative,1322548453185040387
3882,@oxygenfire_ я не знаю что лучше хорни или грустное🙂,neutral,1280951028037419009
3883,@MeowluaYourBaby МНЕ ЖАЛЬЬ,neutral,1310624697055358983
3884,@_leCitron Предложи варианты)),neutral,1305064660547309569
3885,"Обсуждаем с Томой парня
Я: Он мне нравится, но он пидорас
Тома: Скажи, кто тебя с ним познакомил
Я: Ты
Тома: Ты на что рассчитывала вообще?",skip,1227051654740049923
3886,@EricHurtmann @Go65Me @exellence666 Всех разом.,neutral,1310818817807978496
3887,@applecider_dd семёрку,neutral,1245985565067091981
3888,а можно дождь уже наконец начнётся? мне нужна причина не ехать сегодня в универ,negative,1273890395404021761
3889,@mchsdc гарри поттер https://t.co/A5vV4vFryd,neutral,1331176660817862658
3890,у меня не получается научить ричи голосу потому что он не гавкает на вкусняшки :),positive,1259054039054061569
3891,@utopia_xox че? почему?,neutral,1332972468852707328
3892,блять у меня ещё и платьев нет,negative,1276107303192797184
3893,@chtop_sto Чем пахнет/воняет Дазай,negative,1316765753690009600
3894,туалетная бумага даже в стиме подорожала https://t.co/D31qtNZit2,negative,1239621925116071936
3895,Никогда не идите работать почтальоном если не готовы похоронить свои ноги,negative,1296076531312271360
3896,@obosraka я об этом же...просто кошмаар типа зачем так писать,negative,1259444453250674689
3897,"@twisolen я люблю актив по настроению 
например если я в компании то я почти всегда шумная а дома мне пожалуйста дайте отдохнуть",neutral,1286775951599247361
3898,оу да карантин,negative,1221746975835598848
3899,@i_korotchenko @alex_potapov73 Ульяновск' 5800 рублей,neutral,1250042115561848832
3900,@tenka0o4 @TheNarzisse С огроменным елдораем?,skip,1248728899934134272
3901,У меня почему то не тыкается вторая история https://t.co/bIl5O4idSy,neutral,1330563055093157895
3902,"@Serg13517100 Оно точно сын/дочь президентши? А то либералы писали, что фейк. Неужели даже им неловко стало?",negative,1297864957367857157
3903,я не умею считать,neutral,1320727307372371968
3904,"Почему когда рисуешь европейцев, тебя не спрашивают «почему ты рисуешь европейцев?», а когда рисуешь азиатов, ну вы поняли.. 🙄",neutral,1335277578647695362
3905,Дует ветер перемен https://t.co/SKcWVrYS5a,neutral,1293617708664344577
3906,@BTS_twt ты блин лучший надеюсь лыба потому что узнал что у тебя есть деньги чтоб купить билет на чемов в питере,positive,1235181696452096001
3907,не знаю как я к этому дошла честно,neutral,1252005339215659008
3908,@Fedya200121 Дай вопросы,neutral,1329515938748764161
3909,"ето было страшно .____.

https://t.co/e8lX3CLZyK",negative,1242941079177093122
3910,"@minhosha_ хорошо-хорошо

дело твоё",neutral,1308380773767172097
3911,@techlecticwtch я аж дымом поперхнулся алудпшушсщвщмдкддадмм,skip,1330776322889674753
3912,@kenmeowk Конагона ни кудаке. Нани во?,skip,1342026427672178688
3913,@justinykoo хихихи,skip,1299265825568960512
3914,@yoshkinkrot Редкие животные находятся у власти.А именно в Единой России.Да??,negative,1337668852004626434
3915,"@belteanews митинги оппозиции и Тихановскую Белоруссии подкинул Путин, чтобы упрямый Лука скорее присоединил страну к РФ",neutral,1295083970233851905
3916,@byndblyat у нас дома он долго не задерживается,neutral,1297597444662923264
3917,"@galeocerdo_ разве не наоборот? я могу выдать такое ради кого-то, и совершенно не быть хорни. не это ли показатель чувств",neutral,1270836728190898177
3918,@Marishka1970 @amornews @qJJS2qLelnK8eLI @klizma3kolesa бессвовестная ненасытная женщина,negative,1238714462242312195
3919,"Мои руки не крылья, да и люди не птицы
Я лечу выше, только чтобы разбиться",negative,1266789224826748931
3920,@iamusualbot Окейц,neutral,1295301289707012102
3921,@killowilee @iillewilvi ХПХПХХПХАХА,skip,1319215516628750336
3922,"253 день
#bts #jin https://t.co/AQQZljYDTE",skip,1318395735721857025
3923,ну все чувствую начинает я тревожка из-за экза 🗿,negative,1273165334476922881
3924,Трамп запретил въезд из Европы в США https://t.co/BHECDwkaec,neutral,1237973219673616384
3925,просто знайте когда я называю своих биасов то знайте Феликс буквально подвинет всех кого захочет —-,skip,1331688248482144256
3926,"@mila_moa зато у меня он есть.....
я не понимаю, что тебе не нравится потому что он буквально потрясаюший",positive,1272968869083254789
3927,"Интересно, а как будет называться фандом этих парней? 
#DebutWithBTS #NoMoreDreamsIsComing @BTS_twt",neutral,1245119160289579012
3928,@ABrytkin 100% это с дно тв @shhhnyak,negative,1252948571076386818
3929,@USEmbBy @vits2014 Умылись сеча с путой ? !,negative,1270089034770141192
3930,Я ВСПОМНИЛА МЕМ КОНКУРЕНЦИЯ И ЗАОРАЛА https://t.co/wnk9kY9U7B,neutral,1333329890653966338
3931,"посвящаю свое 25к твит девушкам басистам поп панку и

фену, люстре, синни, челам из фд Маркиплаера и Шона и вообще

лбблб вас всех😘😘",speech,1296761935107694592
3932,@Lndcalling В 89 лет она какой ветеран то?,neutral,1322064547973386240
3933,"@RenardsCorner Можно. И не бойся обращаться ко мне на ""ты"", я вовсе не против.
*бережно обнимает*",positive,1331521063516311553
3934,а чего удалили...? https://t.co/DTIcqPGWTX,neutral,1300727213365628928
3935,ладно я в спам,negative,1283384294786977798
3936,@hystericallin они очень и очень милые😭💔,positive,1225420083037528067
3937,"Дети в подвале играли в ковид.
Дворник чипирован был и привит.",negative,1318490317264457731
3938,у нас свои покемоны https://t.co/GUs8JDfpBz,skip,1343889583663153152
3939,@crimean_glimpse @xaaks о пользе поста,neutral,1264211653039722496
3940,@raspizdyulina Это чой та?,neutral,1331883333941334017
3941,@Hvostik10 @stasdizzi @Neyasit_alt Духаст вячеславыч,neutral,1262684083332829184
3942,В моих снах даже Мориарти паникует.,neutral,1265305976326012928
3943,"@aavst @mironov_fm Ну в сортирах и подьездах голосовать это да.Такого позорища даже в Крыму не додумались,а теперь вам похоже всё похуй.",negative,1276734209038725124
3944,Шелкопряда и елового усача нашли на 8 тыс га леса в двух районах Томской области https://t.co/VwkVhoXnoz https://t.co/7ttmUlzOvt,neutral,1301441062913880069
3945,мне сейчас стало боязно я реально записалась в парикмахерскую..,neutral,1332123847907270656
3946,"Мне ту кекиз
И моему сыну тоже https://t.co/xE5SE6kwkD",neutral,1249115539278106628
3947,Я его так люблю он строчит сообщения о том что с ним все хорошо((((((,negative,1304435414279884803
3948,@pup_____ я тоже так хочу 😍,positive,1284929992300859394
3949,@v_tretyakov По себе судите?,neutral,1245447230338842629
3950,"сначала аниме пересмотрю, потом буду перечитывать мангу",neutral,1318837370754633729
3951,ааааа,skip,1310436481840840710
3952,@d5SayyUAL0rLSBL Не верю соц опросам. Кто платит тот и музыку заказывает.....,negative,1318423233562071041
3953,Токсичная тусовка,negative,1260726345832824833
3954,@SobolLubov я поддерживаю,positive,1272177382942801922
3955,"@cor692 @sportexpress Так фиг знает, что за красная тряпка)",neutral,1270386457060966400
3956,@ARMY_foreverRus Хочу сдохнуть;),negative,1271092060637016065
3957,ЕБАНЫЙ РОТ,negative,1275405608683012096
3958,@kjkuska @mayzerlin ОН МЁРТВ УЖЕ ОЧЕНЬ ДАВНО,negative,1293875159271641094
3959,"Рыба получилась,дело за МЯСОМ!
Вперёд Спартак!! https://t.co/9u0ZyDeqg3",positive,1282010597295640576
3960,@ttabularassa Это запасы на случай голодовки,neutral,1248185645299830784
3961,25 января 2020 г. скидка -20% на всё в магазине «Парфюм» | Скидки Слободского района https://t.co/t1zYpUEnjR,neutral,1219297758152200193
3962,"Ща поем, помою посуду, повозмущаюсь, что опять нет дума(или посмотрю), сделаю одну лабу и сяду рисовать",neutral,1247491966138540032
3963,@Microlity1 моя любимая https://t.co/WD8VD3w84v,positive,1317761980594331653
3964,@marrrrrr_r Что будет дальше...?,skip,1226897652475998209
3965,ОА https://t.co/XH7BLXf7aV,skip,1285650674382974978
3966,Эксклюзивное интервью:Владимир Мошкин. Сочи 14.12.2019г. (укороченная ве... https://t.co/WaiyuKgNRF via @YouTube,neutral,1289991279875506176
3967,игнорить родителей ✔,negative,1337134703183327234
3968,@GalbiinKhuu Сэрэхгүй сэрүүн зүүд..,skip,1253898132145844226
3969,"@fuckin_imp ахаххахах. я бы скинула, но у меня есть только доя собрания одуванчиков🥺",negative,1277909796927213569
3970,ТВИТЕРЯНКА ? https://t.co/vMpbDb6aUe,neutral,1310657328727945217
3971,@Jamshid_Isoqov Вақт кетади. Ўрнига араб тили тажвидни ўрганган яхши,skip,1338731256612347905
3972,доброе утро😴,speech,1246310183225131014
3973,@lazzzylake У нас после такого произойдет серьезный разговор https://t.co/ps8GPWXykU,neutral,1229385726166552584
3974,@epramova Наложила бабка в штаны.,negative,1323954002204250112
3975,"@52094_f котик и выдрочка 
такие милахи, я не могу
мне кажется, у меня лицо треснет сейчас из-за улыбки🥰",positive,1334500168574627840
3976,"Поддержим Максима Шугалея: в Петербурге состоится турнир ММА в поддержку социолога

https://t.co/iVU6IrNL9z https://t.co/9kp0E0XpTt",positive,1301116725778407424
3977,@ygadoptme @gvnpps обе замолчите пиявки приставучие https://t.co/ezJWNpaQnq,negative,1320388957046296584
3978,@maxim_nm И пятен жёлтых не заметно...,neutral,1242463058561306629
3979,"Не описать словами , что происходит с моей жизнью. 
Все необыкновенное и непредсказуемое. 
Надеюсь, все решится со временем.",negative,1220611183486676994
3980,"@monrwee Авхвхвх, нууу, иногда это происходит с запозданиями, но ты заслуживаешь полного комфортинга. Факт💖💖",positive,1308840708569206786
3981,"Чувствую скорый загон, поэтому пойду ожесточу сердешко, пока не поздно",negative,1306984229910257664
3982,ВСЁ. НИКАКИХ ПАУКОВ. https://t.co/ltogAOcSjN,negative,1270469353289515009
3983,"@Lndcalling Написано ""НАрод с вовой""?",neutral,1285114453571317762
3984,"@Volskya_Leria_ Лер,блин,не уводи мужика!!!😂😂",positive,1301743954585702401
3985,"@mkomsomolets да, уж! Жалко до слез! Тяжела и неказиста жизнь российского артиста!",negative,1260844985886347265
3986,@malis_kaisa СПАСИБО,speech,1318989343000842241
3987,"@DDAECHWlTTA А
 Т.е. вы мьючитесь, но не общаетесь так?",neutral,1270297491687247875
3988,"Почему умирают реально достойные люди, а я живу свою никчемную жизнь и всех заебываю тем что хочу сдохнуть",negative,1215721744893345795
3989,@_sebir_ @badsirrope Надо его во Владивосток отправить. Там самый большой шанс упасть. Весь город во льду,neutral,1334362171803914241
3990,"@AmGayStopp шо за скидки, на энергетик надеюсь???",positive,1337347442501627905
3991,юна????»;&amp;33&amp;(&amp; https://t.co/chqxxjMAp2,skip,1332208505734967297
3992,@foxielee7 Что происходит? 🤡,skip,1233168355059798016
3993,Я типо 😶🕯️🌷,neutral,1311248843044990977
3994,"@SolthiKot Что? Ужас какой, просто не обращай на это внимание",skip,1342027388159479808
3995,"@Bullgunnyah Ильдар эмоциальный шо аж пипец,прям кайф",positive,1254843251426832387
3996,"Расстаемся окончательно с Артёмом, потому что мы реально можем только дружить, но все равно как-то грустно 😢",negative,1334248300648816643
3997,@NotSpeakWithMe вижу деда,neutral,1256932304230002688
3998,"Хочу прибить того человека,  который составляет расписание уроков 
ПОТОМУ ЧТО ХАРЕ БЛЯТЬ КАЖДЫЙ ЧАС МЕНЯТЬ УРОКИ https://t.co/0hQDuFjPxe",negative,1310454647379955715
3999,@lilstia Мне мало 😭,negative,1305502923368079362
4000,@ALien_Bang0314 как такие люди вообще могут называть себя фанатами...,negative,1342535674910674950
4001,@vnemira1973 @sergivachev Конгратьюлейшнс 🎉🎊🎉,skip,1337779145431011328
4002,"Какие же вы дебилы, у многих завтра вообще учебный/рабочий день",negative,1222961705015238657
4003,едут за мной https://t.co/yxwkSx3rLl,neutral,1326392612518064131
4004,и энималл кроссинг. https://t.co/cbHnv3toe2,neutral,1269998576245051397
4005,"@yurvaga @YaKulakova У нас в Литве очень популярна косметика из Белоруси ,и качество и цена доступная",positive,1296435815422349312
4006,"@JamaAkh17 Я не знаю уровня ваших знаний, чтобы понять, почему вы считаете себя подходящим человеком для оценки кого-то другого.",neutral,1313851836496048129
4007,@N3TE46GBtRd70zM Я восприимчив к окружающим :с,negative,1270852175825166338
4008,"мы будем улыбаться как дети, когда придёт время умирать~",skip,1305944726214975489
4009,@latiniano Та куй. Он не для этого пришёл.,neutral,1232941556438532098
4010,"Отличный сайт для трейдера, много полезных и дельных советов с обзорами на брокеров , рекомендую  и вам . https://t.co/W1Aa2povp3",neutral,1325802121632026624
4011,"Вау, мне удалось уснуть в 23 с чем-то, но проснулась в 5))",positive,1271636607137955840
4012,@ugarneyshiy А где про пушечное мясо?,negative,1228441231832821765
4013,@BTS_twt ЛЮБЛЮ ТЕБЯ,positive,1324460149847822341
4014,@pumpon7 Да да да 😁,positive,1338053775886602242
4015,"@pied__piper___ интересно там уже Чонгука приперли к стенке с этой мелкой или ещё нет
#ExaBFF BTS #ExaARMY @BTS_twt",neutral,1294654892934668289
4016,"@fetish__devil Лол, ты жива, с днём рождения",speech,1261663512704802816
4017,@sergeygrey На это можно смотреть вечно,positive,1310516861495316482
4018,"В смысле экзамен? А чё так внезапно? Аллооо, о таком предупреждать заранее надо",negative,1314039707744047104
4019,"да, он умер https://t.co/xTWhCvBQdG",negative,1269198600833241088
4020,"@comrade_wolgast Ну все сука, ты огребаешь",negative,1276908541064904708
4021,@i_bleedspades Бля гениально,positive,1219006463760379906
4022,"Хорошая книга, прям очень понравилась https://t.co/0ePYJirylL",positive,1327253099128516608
4023,"Я вспоминаю одноклассников в лицее и не понимаю, что я сделала, чтобы ко мне относились так.",negative,1260676077078405123
4024,Со мной все хорошо,positive,1340515123484635136
4025,"@mashadecember у меня прям предметочное дома, а вот по ссылке в твиттере общее) могу прислать как доеду!",neutral,1306302261270904832
4026,"немного обновился ххх
как вам?",neutral,1301915904259829766
4027,@annavera98 Не знаю...,neutral,1304854144226910208
4028,@laitman Но есть один.... Кто прошёл.....,neutral,1235456150772035584
4029,Хроника событий и политического кризиса в Беларуси после спорных президентских выборов https://t.co/dtxkkODNDM,neutral,1293967018702573568
4030,"Опухоль мозга: Тейлор Свифт узнала о серьезном заболевании   —  Ретвит √
https://t.co/cq4dLcQqCk",negative,1219863141972107264
4031,На фото/видео шабашах «фургал-маршей» можно заметить одни и те же светлые лица молодых «борцунов/борцовок»… https://t.co/SnFfc7HczV,neutral,1288376783222509568
4032,спокойной ночи зайки 💗💗💗 https://t.co/kepDybC4Et,speech,1323721373542502402
4033,"Андрей БАЦУЛА: «Я — не молодой футболист, хочется играть» https://t.co/xzmLRyWXa6",neutral,1217621529732829185
4034,@reroku_ @alex_melrouz да почему это же весело,neutral,1231322798368444416
4035,@kQTWK2pwWHNHN2l Алёна лох,negative,1334750744675815425
4036,Клычки р.р https://t.co/GpDJRgaCEQ,skip,1329781329140076544
4037,@justphil_0 во сколько ты ушел???,neutral,1314288329303748615
4038,@lisoff_ Аааа...,skip,1291479431551299594
4039,"@ManiacTactile там мог быть я, но ты пропала.. и пришлось искать тебя по фото! и вот я тут",neutral,1262132867913613316
4040,Я пересмотрел свои фотки чтоб официально заявить что у меня отвратительное ебало,negative,1253719517714399234
4041,@candybabyyyyyy я снова нет,skip,1326469842216620034
4042,@dasha0dreamer У меня всегда так✌🏻,neutral,1306094395758960643
4043,@CapricornLazy Ты ж сказала у ты список https://t.co/yiKEE1Mzpd,skip,1306333227800555521
4044,@twikilljoy весь фд после вчерашнего вечера и ночи выглядит как-то вот так: https://t.co/d0pEp0pHfc,neutral,1322777109882982402
4045,"@shura_joke 😭😭😭😭😭😭😭😭😭😭😭💔💔💔💔💔💔💔💔💔 вроде и софт, но, зная результат, ебать стекло..... мое сердце в шоке.....",negative,1300561219552772096
4046,Вот это я удачно зашёл! https://t.co/eU16fPLwub,positive,1277140955829854208
4047,@outofcontextaaa спасибочки,speech,1307255639153016832
4048,@honnet6923 Текин овқат 😁,skip,1339550576170950656
4049,Просто песня хорошая...😊https://t.co/3NuJ3oZeAw,positive,1264171836520235010
4050,"@summerpunklord Моя бывшая мастер по ноготочкам: Алинчик
Я: это вы Алинчик, а я АЛИНА!",negative,1300142661601562629
4051,"Можете всю жизнь строить из себя хотя бы порядочных и воспитанных, смешных.",neutral,1221977813550555136
4052,@AxionArinin @8Wedma Сам бог велел!))),positive,1311939393247162369
4053,@GEYmerrr @tolikyebolik @ODWYYER @yappie_door_69 @potebnya_off @Kommandant_211_ @ODWYYER  понял?,skip,1313835080251592707
4054,Рецепт домашнего ламинирования для удивительно шелковистых волос #рецепт #ламинирование #волосы https://t.co/iaxblCkpwV,neutral,1333445741528969220
4055,"@Jeneschka Не, не, не, мне нельзя)))",neutral,1284105736054874112
4056,"Смотрел на звезды, лёжа на коленях любимого человека",positive,1313481986967773190
4057,@anpikonee а сама написала ведьминский учебник,skip,1247653794961403912
4058,@tikhon2021 А что с ними? 🧐,skip,1318790121941073920
4059,@bayerngay Придурок какой-то,negative,1302713333741686784
4060,@sunnmiaa Прекинь,neutral,1257410681399377921
4061,"хочу сделать коллаж с инкви-Андерсом, но там все слоты будут заполнены картинкой с надписью ПИЗДЕЦ",neutral,1325797717583532041
4062,"@Liana_Makeeva @bassanets ну атсасала, ну дал токо банку пива, потом трахнул за пол банки- это не повод так злится на местных",skip,1272551577761599489
4063,@SEv1QCcHcG5B48M Прям как мы,neutral,1213774820292386816
4064,"да пусть там вдвоём в таком виде..
я не буду мешать 🤗",positive,1317439304386465794
4065,@zoldyckill кано не переживай мы обязательно дойдём до этого,neutral,1309554709120856064
4066,"@emelevskaya @One_ENCLAVE Продукты выдают малоимущим!
У вашей бабушки нет пенсии в 90 лет???",negative,1259530847524474881
4067,"@dw_russian Гитлер порадуется, читая комментарии от высокодуховных россиян. Больные ублюдки!",negative,1273700393453850630
4068,@oevaun ты уже жамкал,neutral,1244362440726450176
4069,я хочу все карточки Джейда из ивента или проще потратить на нужные ресурсы материалы: очередная гача дилемма,neutral,1256242928449736705
4070,@nadiekadie ужассс прости это была я----,negative,1272098651654033408
4071,"@dandveeli бля ну вообще то он ниндзя, они выполняют заказные убийства и прочую хуйню...",negative,1289495173425008640
4072,"Где подорвался украинский «Спартан»: странности заявления пресс-службы ООС
https://t.co/UBTv2gH7R1 https://t.co/pl9pd4gfs6",neutral,1270615453468176390
4073,одно пэссо.,neutral,1309875946657402880
4074,ХОЧУ https://t.co/juXiltoVPe,neutral,1313217896789798912
4075,Я просто в любви этих мальчиков 🤧🤍 https://t.co/wZ5qL1Y1sB,positive,1329009090643828737
4076,@Crimea_Ukr @ZelenskyyUa Судя потому что происходит в стране--его вообще нет,negative,1274770926610059265
4077,@yourfinalsin @acid_beer О нет они нашли меня *скрывается в лесу*,neutral,1244648739702222850
4078,@cherepashnaya о я тоже посредник 👊🏼 но я на русском проходила..,neutral,1278051665074098176
4079,Росавиация официально начала подготовку к открытию международного авиасообщения  https://t.co/Pkw5WEH9nM https://t.co/qls4JYAuJg,neutral,1281648196863787010
4080,"#клубромантики
Классрук : только, девочки, оденьтесь прилично
Девочки : окей
Девочки : https://t.co/tmy77MURzk",skip,1257423620823007240
