text,label,id
@wonderful_foll жду в гости💘,neutral,1269561768810024960
@taessmin ОТЛИЧНО Я СЧАСТЛИВА https://t.co/Bvw5d0Wthb,positive,1282458012125364225
вчера скачала кр сегодня аркану а ирл мне теперь можно тоже такое а,skip,1237380400953073665
@captain_vant Капитан ❤️💙,neutral,1286005646702325760
хотя идите ка нахуй захочу буду хард стэнкой,negative,1221631921903542274
@Dr0wned_Sope врубаю,skip,1254461066467303424
интересно сколько деняк будет стоить установить дома боксерскую грушу,neutral,1254816034621702148
"@bomj_petrovich @aaaaannnnieeee Запятая, которую я забыла: https://t.co/azNwd6hlsS",neutral,1343561475844141057
"последние 4 дня у меня очень болела десна, ибо зуб лез и ел мало
сейчас встал на весы, увидел 51 кг и пошел жрать",negative,1223662803900387330
@hb1sn хорошо,positive,1216029128656375810
"надеюсь, сегодня я высплюсь ✊🏼",positive,1280243201484488706
@lattepleeeease ДА ГЛАВНОЕ ПОСТУЧИ,neutral,1268450458600906752
@snow_f7 Горжусь моим ребёнком 😭💔,positive,1246239437920534528
Мейнаху сегодня 44,neutral,1229280403023855618
@wild_cloudlet это тоже можно,neutral,1285266945902809089
@BrokenRati БЛЯТЬ ПОЛИНА СВЕЧА РОЗА,skip,1338605960173121537
"@Esen_Rysbekov Теперь Вам надо регионы брать , Ош",neutral,1297946926671953920
@_____kore_____ Мне тяжело,negative,1269065238734929920
"Посол Германии в США напомнила, с какой целью американские войска находятся в ФРГ https://t.co/0F3bkWiGYD",neutral,1272856348494004224
"@green_svit а че тебе остеопаты сделали? ну я про тех, которые трогают тебя только после ознакомления с МРТ",skip,1316482659162427394
"Только тогда она не вытолкнет и поплывут русалки, не испугаются.",neutral,1294479671728406528
@Lunel44942451 @heckbuk_c_nubom @LOcOhAoc6lPe2bX @tvoya_vedmochka @sssunfijkaa Увууу🥺🥺🥺🥺💗💗💗💗,skip,1247939708069478400
Ну и ляпнул канешн гг https://t.co/Jeq5AtRAqY,neutral,1316884326664069120
@HannahHalliwel 😍😍 рада быть полезной!,positive,1285641866315206657
@horny_ataka а мне кажется неплохая идея,positive,1318232375961190400
"@lenarush_ Эх! Лена, не было бы мне 84 года, может я бы к тебе, в Питер, на чай махнул.",neutral,1275573200500461568
"Чуть ли не попала на штраф в 5000 рублей в метро😐 Зашла в маске, но без перчаток. А как утро началось у вас?)))",negative,1316619800291008512
@akiterulovesyou Если б они у меня были,neutral,1304283412728098816
"Пожалуйста взломайте мир, я хочу умереть.",negative,1260963290441756672
@paulrovva а ты три,neutral,1249648404604600320
Вышел в окно полететь над мокрым асфальтом,negative,1278067062368280585
дима блин🥺 https://t.co/eJyyGYeOpe,negative,1256855674329485312
до пары еще два часа посплю пожалуй еще,neutral,1332235735177584642
Как я могла проигнорировать это https://t.co/a8dczFhEjF,neutral,1339559572944560129
"@Vasyan335 ну🗿
в лббом случае это было три года назад",neutral,1292853435197468679
@yuuntaetae Я- никто👀,neutral,1338490218358464519
"Поделилась с Ваней снами. Оказывается, что ему снилось, что я беременна",positive,1261272419014238213
"@Poli_BTS Доброе💓
Хорошего дня 🥤🍩",speech,1266261434603728897
"ФНС России разъяснила, когда нужно отчитаться о движении средств по зарубежным счетам за I квартал... https://t.co/2IEtNtDlmT",neutral,1268509053027786753
@golybikaa оу гад,skip,1259766286399176705
"ну я не удивлена, что антон знаком с отцом арса",neutral,1344294933780434945
"@YanDvoryankin Ну да, думаю о ней вот)",neutral,1324051314247086080
я. хочу. танцевать. срочно,positive,1217044804560965633
"@yarrrash Будет круто, наконец-то нормальный геймпад, ага",positive,1247640515773902849
только не паническая атака нет нет нет нееет,negative,1319272563369861125
"@marvel_Holms Я люблю пельмени, но я даже не мальчик...и в школу давно не хожу...и не 190...что ж, попытка была неудачной..",skip,1330214277748322304
@lizblat ЛИЗ😳😳😳,skip,1338485168433192964
"@_lavellie_ ДОРОГАЯ, Я ТЕБЯ ТАК ЛЮБЛЮ. 💜💜💜",positive,1326145404405211136
"он прочитал «miss you» сказал дэ и начала базарить на корейском,понимаю. https://t.co/fyaNBLgqIe",skip,1339486545913520128
"@Barmaleevich @zhuchenya2015 Уже ? Сказали ,что с 23 года так кормить будут ...",neutral,1229396392315097089
"Бля, я сегодня что-то приготовила собственными корявыми ручками, и это даже получилось съедобно. Пиздец как так",negative,1292223891117690880
@elmajuliatta да я просто сначала подумала что раз он убил самурая будучи подростком... а потом поняла что самурая он убил позже намного,negative,1340610258679508992
"там еще стояли парты вроде, если память мне не изменяет, некоторые чуваки даже спали на них",neutral,1248302314047311873
Никогда не идите работать почтальоном если не готовы похоронить свои ноги,negative,1296076531312271360
"Кас считает Джека своим сыном...
Джек считает Сэма, Каса и Дина своими отцами.....

меня морально не стало",negative,1317139910789398528
пойду переслушаю антарес в стопятьсоттысячный раз,neutral,1287451163248467969
@playboijohni @oMorozhenka Ты у меня 3-ий в @,neutral,1245140807075663872
Аялгуут сайхан монгол хэлээ маш мэддэг гэж бодож явтал Х үсгийг Ихх гэж уншдаг болсын байна ха ха гэж инээдэг хүн иха иха гэж инээх нь😅🤣,skip,1250617800562892800
"ну давайте отпозорьте меня
СИЛ МОИХ НЕЕЕТ УЖЕ Я ПЫТАЛАСЬ Я ВСЕ ИСПОРТИЛА ПОД КОНЕЦ https://t.co/0dlwQBxrAY",negative,1263168076671070216
"Я ебу её, как будто не пытаюсь её бросить.",negative,1214849686210826241
"Помните я ныла что шарлотка подгорела
Вот с тех пор я фигачу их каждый день такое ощущение что работаю в пекарне ахахахах",positive,1299339393631748096
@yoongs_min_oo блииин у кого есть это видео?,neutral,1212317891040874496
"Так, я не поняла, что за двусмысленный текст?? https://t.co/u1KuSFSQ23",negative,1219832368355315713
@jenjilia Эх,neutral,1315417385629818882
@wsratyu Ты заебал постить красивых мужиков...,negative,1259272587454054400
@Bazuulaa Зда чинь замын зорчих хэсгээс гараад сөхрөөсэй 🙄,skip,1320333399299510273
@pimin_ugh @yoongifukmeplz так красиво...,positive,1266099744180506625
"@Amatera07074725 не, у меня вроде было в вк",neutral,1278063052588494848
ты!,neutral,1326473155741773824
@LokiRulesRussia @VstavliuRemarku @kofeevarka Кажись так и есть,neutral,1275422608209719298
"Бавария в итоге сколько, десять забьёт?",neutral,1294355168008589312
"Я вернулась домой, покушала, вот. Хочу дождаться вброс, а потом переплаить и писать ау 🥺💗",skip,1293561857341624321
@wind_lostheaven @Aliche63756960 ВИДИШЬ😳😳😳😳,neutral,1316155792840687621
"@myzhfelixanelee Спасибо за инфу! 
...вот же пидор..",negative,1216402992167116800
Почему я не знаю какие звуки издают сороки,neutral,1292451692160704518
"@murph_kane @Koganoah Оя, это было вкусно! Ооочень вкусно. Но чёртов фикбук сновы вылетел и я не смогла оставить отзыв!",positive,1270316110198366212
Новый Высокодоходный Хайп Forkedbit. Платит от 1.8% прибыли - https://t.co/WrgEvQ4S9k,neutral,1238766761043988480
also вы можете реплайнуть что бы вы хотели конкретно из мерча!,neutral,1234848597436485633
"Накануне 19го дня рождения окунаюсь в пору своего 15-16ти летия, когда была помешана на аниме
Оххх
Кажется конец года будет классным",positive,1336629167929036802
@mememtomight @imjinsboyfriend Пхзщатпзззттпфттуьфт,skip,1341518015133696000
"@mlovin9 сейм 

вообще я надеялась на дистанционку и молюсь на 20 число теперь–",neutral,1298655185225625600
#мемымафии МЫ УЖАСНЫЕ https://t.co/EOeFfvGDSy,negative,1212511609161158658
"@_irisme Бля, на предпродаже дешевле будет..",negative,1319571071981522944
"@Oyunaa29 урлагийн авьяасаа сонирхуулна уу, баярлалаа",skip,1333594802903011329
Да как блять пользоваться этой левой рукой...,negative,1343136060155572225
"@WSegregator @newkc14 Ни один русский ещё не женился на той, у которой не было кавказца) https://t.co/sbli95HT9Y",negative,1272191299651866624
"@Horni_Nation ох, солнышко 🥺🥺🥺💜💜🌸💫 зарисовка прекрасна, я бы хотел прочитать это 🥺🥺🥺💜🌸💫",positive,1291764757456982018
Как быстро выплеснуть свой негатив без последствий? Я не могу уже все это говно держать в себе,negative,1214369107023482880
@PJMIDZY @yoonjinmadads Она ушла на закрытку,neutral,1221405785986605056
"@varnasummer О, шит!",skip,1332030264613212160
"Я засыпала и проснулась с этой чудесной песней
Горжусь #WhoFeatBTS 
#LauvxBTS @BTS_twt
https://t.co/tgf2FKxXhh",positive,1235793590896517121
@I__love_Yoongi_ @tokyo_redf ну матик это хуйня ебанная,negative,1324298807555883008
"@leprasorium А после 35 в ""Московском долголетии""",skip,1329119191107067909
Крутой же день!,positive,1318232187221823489
"Продам землю 10.0 сот 300000 руб г Красноярск ДНТ Солнечная Поляна, Емельяновский р-н https://t.co/k2DtNFIrxV",neutral,1287010371249807361
Отопительный сезон в КЧР начнётся досрочно из-за ОРВИ и коронавируса,neutral,1314343073363550208
@elizabonr и я знаю что тв поймёшь какой я и уйдёшь так же как и все,negative,1342546080966336512
@shoshkina_a Я хочу в колледж уже😩,negative,1242504582137331718
@Rimma74642801 @Djein15 @PeacefulManya Так душевно...,positive,1290736242817212417
@jeniiiie02 Когда есть девушки💕,neutral,1313421362464055297
"#СвободуЮлииЦветковой #ЯМыЮлияЦветкова 

поможем юле!!!!! https://t.co/Rb7LDcZZhX",negative,1271121869576552456
"@4ert_en0k а мне интересно смотреть такое... А вот ты не подписываешься на меня, это грустно... рррГав!",skip,1265928339719704577
"@Ninel1953 @Vremya_Pokazhet А у нас сейчас на улице +29. И без маски спасает только ветер, а в маске - вообще душегубка получается.",negative,1270302461937541120
@pxersan Я в слезы 😩,negative,1326755893762027521
Коронавирус в России убил уже свыше 5000 человек • ГЛАВК – последние новости со всего мира https://t.co/VMtH6ZIc8T,negative,1267857803470913536
@Ludvig_f_Israel Я уже тоже об этом писала)),positive,1263545467566198784
"Если мужик к 30 годам еще не нашёл и не убил своего доппельгангера - то он неудачник, так и знайте.",negative,1241766212687802370
@Tsolmon___ Мм,neutral,1251571019044675590
@kataev777best Всё будет хорошо. Выздоравливай,speech,1328050834781958147
@mementomorrigan Позвоню отцу завтра,neutral,1263935575591182338
@2914Limb Всм...меня же тоже не должно существовать,negative,1314664063465594880
"какое ублюдское слово ""оригинально""",negative,1325684156815331329
"@swofdee хехе, ну я знала https://t.co/o2PB4hgefp",skip,1217035535144882176
@kierkrs спасибо бро,speech,1328070300546846720
Я не могу,neutral,1315343620392849410
@Artem_Donbas Больше ниодного интервью!,negative,1304865619846848512
@Barsuk_may Всем сестрам по серьгам,neutral,1220302541445128193
"@millkyai хмжчжжпщузкжужпж
так не пройдёт",skip,1242911941368197124
"@alyonational Верю
Мне искренне жаль за сложившуюся ситуацию, но всё жду, когда этот мой период пройдёт",positive,1275174049547722753
@62RINARINA Терерь он может показать своё истинное лицо полностью.,neutral,1240512069654532096
"Мой обожаемый приятель из группы Время Срать наконец открыл мне тайну, на что идут мои налоги.",negative,1251824988363128833
аыоымыжывв мне нравится https://t.co/ynjBp1jhPp,skip,1322891408869642241
Вопрос для тех кто шарит: это потому что мы не певучие и такой тембр норма для большинства или просто вокабери говно? 😕,negative,1251709808547434496
"@pFiaIA87G7w9AzQ В комментах бал моральных уродов,они рады  подобному...",negative,1308986276075442178
"@Stawberry_Panda Зря я просил фотку. Начинаю влюбляться 😂
Как отыграть всё обратно? Хотя не поможет. Мне нравились и твиты тоже",positive,1253002786666577921
@Nata4468 Согласен. Тюремная баланда подходит.,neutral,1267081811080949760
@greenvore почти....но не сделала же!,skip,1285213904738672641
@otgoo05977353 Улаанбаатараас Бээжин орохын зайтай хол газар явна л даа.,skip,1271608496920952833
Кени Уэст,neutral,1259253272705142784
@ozodjonhamroev Сорри сўреман. ДМга ташладим),skip,1272201273673224192
@nyihyisnim Бляюбля,negative,1311382125447446529
@tjournal Какой ужас! Домик для гномов.,negative,1311995164890669057
@satanetta20 Что за красавчик на третьем фото?,positive,1242227644848103427
@DissentOpinon 143 лайка и ни одного коммента😂,skip,1274888438454661120
В Симферополе разрабатывают план по обустройству велодорожек.  https://t.co/TngAzcGCix,neutral,1303640925017714699
И главное это персонаж бывает такой булочкой🦦🥺,positive,1327271394686758916
мыш выгуливаеться https://t.co/D65RWM9Z9M,neutral,1324306109826478080
В смысле ВЕЛИК https://t.co/Zuvk3Q7EFV,neutral,1332907536819818499
@3_14zdec_uwu Я тоже👉👈,neutral,1336920206514528256
@vov4qy5marisha Зачем? Первая правило программиста: система работает - не трогай.)))))),positive,1340951670856052736
Так мне нужно найти тот видос срочно,neutral,1276994532689747971
Я ЩАС ЗАВЫЛА https://t.co/ylMlvqHQey,neutral,1228266690066206729
@filologlol Конец лета👴,neutral,1293221669927084032
@AlmsiviTemple @glauben @250_hrs @Zolushka_II мне норм,neutral,1255477207918657537
@capn_mikjo И стопкорона исто.,skip,1249730369684942848
@violator14 Нее ... я тока третью неделю ... с 18 августа,neutral,1300854053275160576
@rakotshelnik9 ААА спасибо 🥺🥺🥺🥺,speech,1255194125936328704
@pinochet1972 @AlekseiShpakov Не кому мыть подъезды. Всех на работу в ЖКХ.,neutral,1315516878719201282
@kryshkachay @Seidjuro А мы куда-тр едем?,neutral,1229461093640286209
@j_in_j_in а какую ты хочешь 👁,neutral,1281577954850603008
@pumpon7 Да да да 😁,positive,1338053775886602242
ладно я поняла причину надо просто подстричься,neutral,1281858499253854209
"Лёг около 12, решил попробовать проснуться без будильника около 9
Проспав 12 часов, меня разбудил Тихон..",neutral,1286233670026756096
@catboybennet а сейчас ты как ты с кем-то?,skip,1334086132041195524
@herringbonesalt @BadaBoomBabay @Sancho_Mark_ll @SobolLubov Скройся малолетнее необразованное шмо!,negative,1308772031014612995
"да, он умер https://t.co/xTWhCvBQdG",negative,1269198600833241088
"@irisssha200881 @BaViMih Ужас-то какой, вот прибухнёшь, а тебя сразу в морг😥",negative,1244180944820502528
@namaskaramsaroo Чи наанаа үлд үлд 😂,skip,1281565262878310400
@cYaTapochka Я из-за этого начинаю недавидеть себя всё больше,negative,1287419571771760641
@dark_akta 🖤жираф,skip,1221531434768379905
@nicodile Значи за власт и пари ставало дума...,skip,1236705285806440448
Ну всё теперь я снова банкрот https://t.co/ODwrWg4907,negative,1337334293366968321
@stvnmonstvx не бей(((,negative,1273548538681622531
"увидела щас в твиттере одну долбанутую мадам
хочу спрятаться подальше",negative,1323636900268310528
@Imclown06 подумой...,neutral,1263406489286385664
@gatita_khuita даже в магазине продуктов?,neutral,1290014994495688704
"Верь, что председателем будет Егорова, она как раз сейчас не очень занята.
 https://t.co/F3ZyBV3I7l",neutral,1337007154415460353
@GhostQueen4 СУКА В СМЫСЛЕ КОКОСОВЫЙ,negative,1273247635089035265
"я проспала все на свете, и теперь мне надо за быстро собраться и пулей вылететь из дома, а я так хочу спааааааать",negative,1286213499648122881
"Адвокат-«решала», за которую хлопотала прокуратура, получила УДО - https://t.co/9qVPBMEsuQ https://t.co/rvkFc27iPU",negative,1325861521335914497
"концепт пить вино в одиночестве ночью на кухне, сидя в компьютерном кресле, укутавшись в плед, слушать pet cheetah и ничего не чувствовать.",negative,1290032740566327297
В #Смоленск'ой области из интерната для пожилых госпитализирован 21 человек https://t.co/Rm1VuzpuzM https://t.co/P3sXEaxhfU,neutral,1250092250064961542
"Монголчууд яагаад лифт дуудахдаа дээшээ, доошоо товч хоёуланг нь зэрэг дардаг юм бэ?",skip,1303614693873840129
"@kolobokushka Нахуй вы вообще эту хуйню смотрите???
Он же глумится на вами, лохи!",negative,1339539503200002048
я такая крысааа,negative,1342902546503970821
"Японские слова и фразы, связанные со временем:  https://t.co/gmQKN8vLAF https://t.co/G5m7VHYeCm",neutral,1287961035425615872
кто угадает тому ничего https://t.co/24kcb4mn3y,skip,1332301136951435265
"все украинцы в душе невинные, хотят больше обнимашек тепла уюта милоты и побольше котиков слава Украине",positive,1263224414562377731
Ксения Задойнова в Инстаграм: Что делает человека счастливым ? Для каждого https://t.co/FqrVMRrg1B #dom2 #дом2 #followback,neutral,1302551874000879617
"Блокпосты установят вокруг Павлодара
https://t.co/lSTyFEMHWm",neutral,1323985212053868545
юна????»;&amp;33&amp;(&amp; https://t.co/chqxxjMAp2,skip,1332208505734967297
@shina_idiot @zvezdkinvasya ну вам виднее,neutral,1285189628107132931
"Ауууууу, страшно! https://t.co/rBpgdGR6RJ",negative,1320067463669829638
"@novusordoru @nina_ninysha Не знаю Вашу терминологию: лжелевые, а вижу одно реально - в Минске майданчик по типу украинского. Всё...",negative,1293838677186158592
@fic_ruby Это один из моих первых фф в фандоме и когда на него гонят мне хочется 🥰🥰🥰 достать арбалет,skip,1281219023095676932
Тем временем в Питере зеленеет трава. #питергородкурорт,positive,1214849325504876544
Нытья вероятно 🙈 https://t.co/iBiOIfbHrQ,negative,1333625580718321669
"@kapralushka Спасибо за совет
Учту
Надеюсь мне понравится всё))",positive,1275184166230020097
у рейвена такая красивая дочь 😭😭😭😭 https://t.co/dfkF5hSo7e,positive,1286699875325939713
"я: включаю сериал
сериал: это наши альпаки - гарри, найл, зейн, лиам и луи 🤪😉✌️",neutral,1237392631530811393
@kurap1kalesbian хорошо,positive,1298212287698939904
"@notthathelp Это страшнее.... 
А та история с ау/фф... Понимаю, бро✊😞",skip,1249341155050950656
"@fairiyii расскажи в дм что случилось, если хочешь~",neutral,1306966425098125313
@veragangartt Да пофиг,neutral,1217907551918067714
"скучный лебединый 
этот ваш балет 
есть там лишь одетта 
а раздетты нет",skip,1331303651764277253
стоп это мой персонаж его нельзя ХЕДканонить—,negative,1229130053977550852
"@taevlin оо БЛИН это звучит страшнр---
хорошо, что перестали, но с таким надо было и к врачу сходить :0",skip,1308381969127010305
"Но, все те кто в меня не верил пойдут (тут матное слово, но я не матерюсь сами поняли куда)...",negative,1301190038026416130
@ttolug твои гифки это просто нечто...,positive,1343652236363235329
"12. У меня нет ни одной игры на телефоне, я скучная",negative,1260585392019066887
@rlllrcstr бля фух спасибо что написала а то меня опять никак не восприняли и благодаря тебе мне теперь хотя бы не так стыдно 😭,positive,1264288618513866753
проснулись расплакалась,negative,1303955011307798529
@SadTucha я хз кто это,neutral,1327612064446222336
@Scarlett_1508 Кто блеванул азиаткой?,negative,1219601509677174784
"@im_a_samuraii Ну, я была кроссовиком на атлетике, где-то 30-40 бегала,так что я ,скорее, неумолимо самоуничтожаюсь",negative,1288098025584365569
Песня Арианы+Лиса=пиздец https://t.co/snj61KJT8O,negative,1247119700657606659
@MazurikDm Пскiвь пид угрозой!,skip,1295079536875450369
"Настроение гулять по корее, выслеживать кейпоп мальчиков, а не вот это вот все",positive,1284838514505535496
@aalien @adworse Потому что батарейку нужно вытаскивать! Слушают даже в самолёте.,neutral,1333555317737713664
@navalny А кркмлеботы щас на смотрятся и поверят,skip,1235816055609520130
"ещё хочу йогу перед сном, мне нравится йога в кровати",positive,1254324944521113608
"@spacelordrock Центр Славянска, Донецкая область, сейчас. https://t.co/tiwdZqQ0Ni",neutral,1212438288566562817
@AChepelenko Вполне себе годная шутка,positive,1240574589928906754
"как сделать так, чтобы приходили уведомления о подписках? а то у меня оказывается они не приходят.......",neutral,1280445668922986496
"а это просто любимый блогер с 2016....
боюсь представить, что буду чувствовать, если кто-то из любимых арТистОв умрет..............",negative,1298549744625684481
@pink__dick БОЖЕЧКИ 🥺🥺🥺 немного наклониться плииз я 168,skip,1330930832656146435
@valentin_zeleny А РАЗВЕ НЕ ТАК,neutral,1313511049266634752
@deviantdet *померла*,negative,1272887738669379584
@MisssMadnesss Аууууу со бранови со сФе,skip,1300173435210002440
💫Ваше мнение о Добби💫 https://t.co/k2OGV85de6,neutral,1277537577608904705
"@fck_mf Короче я в расстройстве чувств ( Было 32к уже 22к, ибо хуета какая-то (",negative,1270063168522457094
кажется планочку надо понизить,neutral,1305376871966806016
Нам всем немного не хватает…,negative,1238965793334968320
"Статистика Covid-19 в Грузии: два человека заболели, четыре выздоровели https://t.co/9BMmh7d1nP",neutral,1276474082486292481
Мама сказала показать оценки. Ну все прощайте 🤗,skip,1258114733053485057
@Sandrrrraaaaa_ Чтоб хомячье не пошло прививаться и им больше досталось,negative,1343433687992561664
"@dxwwxk Делать
Надо
Абсолютно
Всё
Вовремя",neutral,1293746515773665282
@anber_ru Лучше расскажи Истрию как так получилось? )),neutral,1288604710090485761
Под Новосибирском браконьер 2-километровой сетью выловил рыбы на 3 млн рублей: https://t.co/nn9KpQV3RO,neutral,1287807985285320704
ПОЧЕМУ Я ЭТО БЛЯТЬ НЕ ВИДЕЛ Я ТАК РЖУhttps://t.co/6KSMdOKySQ,positive,1321073580726169602
хихикаю https://t.co/a9ZqdVj97d,neutral,1337835135195099143
"Боевики ранили еще одного военного, обстреляв позиции под Авдеевкой  https://t.co/KTy4OkwyOJ",negative,1252321937860235265
@Khabiroff Чтобы было больше поводов оплатить доп.услугу,neutral,1239184073320513536
"@taygainfo Нож
Пила
Топор
Он это все в карманах носит?!",skip,1334535224559099906
"@papa_ivana @LEVMAS777 @ntvru Так не бывает, человека воспитает его мать, в данном случае у него мама русская)",neutral,1338513781979287558
"@lohmatyj2019 Таким надо делиться, молодец, что сюда выложила 😘🤗",positive,1332164444588302336
"Здесь будут мои любимые хехочные тиктоки 
Внимание! Много тупого юмора",neutral,1330955872634351616
"@AsgardianRiver Хорошо, можно мне определение ""патриархата"". А то я видимо всегда знала не верное определение",neutral,1251462248142458881
"Пьём вино, встречаем закат, слушаем мою любимую музыку. Идеально. Я влюблена в этот день, в эту жизнь.",positive,1292145398937726982
"@pan_dok @agny262 @CommanderAntiZe все понятно, непонятно из какого княжества русские ?",neutral,1247900617181286402
"Сегодня ночью буду обнимать только книги и рефераты, а хотелось бы вас. Сладких снов, миледи/милорд. Спите сладко.",positive,1322274695157293058
"Подумала что джено в шубе джемина
А потом увидела что тэн в шубе",neutral,1329384959019266048
@ImJi_twt Омг я на уроке чуть не заржала с «это кэшбекдетка»ажибащмдвь госаади,skip,1237175387584712704
@benztru2 @bitchy_fagot АЭАХАХАЭЭА,skip,1247056970663833602
"@govniha я люблю рэдди, к стэнбро нейтральна)",positive,1320367587071565825
@small_lynx0309 тэхен,skip,1301196312701001729
@kamrmnv Я напился и узнал что ты не сложный человек ибо я долбоеб,negative,1341096042977177600
"@cornelius_saint @almost_bergman Ну да, ну да😂😂😂😂😂😂 только вояк скакуасских пинка и под жопу выкинули)))",negative,1295618437847318530
"Я не забыла про твиттер, просто иногда столько наваливается, что отвечаешь только пару близким людям, простите за это и в принципе за все 😶",neutral,1234119568668360706
Экономика РФ и карантин: как выживать бизнесу в кризис? — все новости https://t.co/sXtJLKHIPT https://t.co/8uRGJjUOUe,neutral,1247779993196720133
@bipodiss хвала богу има вас,positive,1250297968088895488
@jintoniaa НЕ ЗА ЧТО💞🤧💞🤧💞💞💞💞💞,positive,1293260060387409920
вы понимаете что было бы не будь революции. вы бы не в твиттер писали вы бы крестики ставили за сдачу на нужды царя девственниц и пшеницы.,negative,1253355414374285314
Последние прогулки осознанно я до сих пор не могу слушать.,skip,1262445599414247427
"@vihoba пока читала проду так и думала, но назвала сериал фильмом господи",neutral,1323742550579126272
"""Академию хоккея им. Б. П. Михайлова"" пополнят игроки из Северной Америки https://t.co/ql5CbdYeQz https://t.co/jO5jw3jFDK",neutral,1290722212861878273
"@FgeAlex вау, ты очень красивый",positive,1280247857161912323
@pashamavlova Погуглите синдром беспокойных ног и попробуйте калий и магний попить,neutral,1268901887371366412
а вот я пишу пост и хочу добавить к нему два ответа каких-то да,neutral,1307423163815473154
"Кто победит в класико? Никто! Аргументы от Борхи Пардо по ссылке. 👌

➡   https://t.co/AgrcIZurF2 https://t.co/CGQ2IBlDPK",neutral,1234178435750277121
"Так, а кто объяснит, почему люди мрут от сухого льда в воде? Я тоже прогуливал химию и вообще из деревни - не знаю что такое сухой лед?",negative,1233671059150397440
"@velocitygd автомобили не крадут, а угоняют, пиши правильно, пожалуйста",negative,1331619218601758722
@bokulittlepie диан уссалась,skip,1237854625765588998
@winterrrhalter готки гёрлфрендс💅💅💅,skip,1321081432454930434
Вестибулярный анализатор. Руководство к применению [Алихан Джиоев] https://t.co/RNliCKrzFd #infobiza,neutral,1292126679746457600
"Да да, мы рабы, только мы тоже должны сука чем-то питаться, во что-то одеваться, на что-то жить, не на воздух же",negative,1333737983837495300
"да я решила пересмотреть это отборное стеклище 

ждите истерику https://t.co/bbXIfOkKYu",negative,1239225068452020224
@detective222 ладно..,neutral,1341038874617925633
Воронеж в 70е https://t.co/h66xI4KdVh,neutral,1238133165300080640
@gllpubg Всё в руках @tornado_pubg и After_Alt  продолжить серию 🇷🇺,neutral,1228366787135311872
"@pokgfe Ты не просто глупая, ты охуевшая тупая малолетняя пизда, надеюсь тебя ещё пиздят родители",negative,1285986499721416705
"Ладно, рендерим на верочку, что прошлые настройки подойдут",neutral,1337811701597659136
блокнула лу со всех аккаунтов она хочет украсть мое счастье,negative,1342253679278084098
"@evapozzz потому что у меня есть только ДЕЛА, больше у меня ничего нет, тошно до слёз

а тебе что переживать?",negative,1226477345466470401
@redwitchhhhv Нормально вроде👉🏻👈🏻,neutral,1318567479883538432
@tommykairatf @OGRDNKV Почему так красиво😭,positive,1276233283282644994
"@VovaBlya Опять нажрался, скотина",negative,1240706295285465094
@_Vitauskas_A_ @VictorKvert2008 Германия в общей сложности выделит 1 трлн евро,neutral,1242164717705101315
80 семей получили подарке на праздник Симхат Тора! https://t.co/n6Z0JGoPZA,positive,1314306478082269190
"@javkhaa_jj Унтах тусам ядраад, идэх тусам өлсөөд байхийм, хөл хорио гэж",skip,1238816237066391554
@Greenglazki2 Прюэт 🌹😘,speech,1295595394324406273
@TSgdalinka @66Sergik Бинго,neutral,1326475957532844032
@DAECHWITABBY да вижу,neutral,1321515056392249345
мне так грустно думаю поехать купить пива перелить его и засесть где нибудь в додо или кофейне,negative,1218827358590984192
"@persik_style Тоже верно,просто не все хотят о них вспоминать)",neutral,1220084081108684801
@ahaha_fuk чонгук не игнорь(((((,negative,1315689528825348098
я сегодня весь день рыдаю,negative,1283856736995233792
Анекдот в тему. https://t.co/6MA6mzp0x8,skip,1277630284318617601
Русскоязычные твиттерские - это те люди ради которых хочется жить,positive,1280562136369049601
"Повторюсь, как личность его уважаю. Но синих за рулём нужно наказывать жестко, вплоть до лишения прав на всю жизнь. https://t.co/VJ5O6P4bS4",negative,1270373022734712832
"качество говно, но раз, кулон секс, два, у меня краш на свои же руки,_, https://t.co/J2B1lnxFQm",negative,1324060092929638405
"С Днём Рождения ❤️ @maks_maksimys_  🎂 ❤️💐будь счастлива, красотка 🦊l❤️❤️❤️",speech,1307081999132372994
@jffkis Три. Не меньше трёх. В любую кружку,neutral,1275852893455777794
@iamialiahiaui афигеть вау да это же мечта,positive,1284955887929643008
"@iamkarlson @LeaXDC Хотя, я думаю, все ты прекрасно понял уже, просто юродствуешь в духе «ваши аргументы не аргументы азазза»",negative,1272130587105558529
@galinavalickaja @topwar_ru Это все чушь эстоно-польская,negative,1314667280475840514
@linosinnie доброе утро что происходит,neutral,1276260932159668225
@haveuseenk подписалась!!,positive,1290045755495837697
"если бы я писала дневник, это была бы самая тоскливая биография, что вы когда либо читали",neutral,1330474324604628998
Онлайн игры про выживание — скачать на пк и играть бесплатно https://t.co/j6M9SPZLXQ,neutral,1300359490311802880
@Wiltgrey В связи с последними посиделками и коньяк тоже) ),positive,1331360895629488128
@salckovsky @K_Pushkin Если это один раз - это стихия. Если каждый год - это неспособность коммунальщиков решить проблему.,negative,1284235948197400584
@falcocatboy мы любим тебя,positive,1341820667705090056
"бля, хочу в вегас теперь, ну вот очень вовремя",neutral,1261790793079164928
опа https://t.co/azlX9rVgr9,skip,1326081550346309634
